School Name,Address,Pincode,website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Web Url,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
Play School,"35B, Golpark, Hindustan Park, Gariahat, Kolkata, West Bengal 700029",700029,http://www.littlebrightstars.org/,West Bengal,Kids School,,,,,,,3 crore,,,,,jammumf@sanfortschools.com,maharashtra@sanfortschools.com,admissions@bachpanglobal.com,7290047000,9999455991,9999455998,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Cherry Blossom Preschool & Daycare Newtown Kolkata,"Intersection of Street Numbers 4 & 13, AK Block(Newtown), Action Area I, Newtown, New Town, West Bengal 700156",700156,http://www.cherryblossomkolkata.com/,West Bengal,Kids School,,,,,,,4 crore,,090737 37300,,,talkofnewtown@gmail.com,enquiry@admission24.com,,8574371818,+91-9831325744,919073737300,"9489977499, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St.Paul's Academy,"NH 2, Pamra, Bambattala More, Joteram, Bardhaman, West Bengal 713104",713104,https://www.stpaulsacademybwn.org/,West Bengal,Kids School,,,,,,,3 crore,,0342 324 4455,,,info@stpaulsacademybwn.org,spaburdwan@gmail.com,,919564063020,919564543444,9564063020,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana e-Techno School,"Narayana e-techno School,Sector 2-B, near IOC Petrol Pump, Bidhannagar, Durgapur, West Bengal 713212",713212,http://www.narayanaschools.in/,West Bengal,Kids School,,,,,,,4 crore,,1800 102 3344,,,abhaykumars@narayanagroup.com,rajnagar@narayanagroup.com,delgurs37c.etchno@narayanagroup.com,8745955588,9891162009,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Bachpan,"Shop No. 26 & 27, Lower Basement, Satyanarayan Park A.C. Market, Cotton St, Raja Katra, Bortola, Barabazar Market, Kolkata, West Bengal 700007",700007,http://www.bachpanglobal.com/,West Bengal,Kids School,,,,,,,2 crore,,033 2268 9345,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,join@bachpan.live,9811437000,7290047000,8860619123,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Save the Children,"41B/5, Gariahat Rd S, Dhakuria, Selimpur, Kolkata, West Bengal 700031",700031,https://www.savethechildren.in/,West Bengal,Kids School,,,,,,,4 crore,,033 2499 4038,,,donorsupport@savethechildren.in,info@savethechildren.in,recruitment@savethechildren.in,9870127127,9870147147,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Save the Children, Bal Raksha Bharat","41 B/5, Gariahat Rd S, Jodhpur Park, Kolkata, West Bengal 700031",700031,https://www.savethechildren.in/,West Bengal,Kids School,,,,,,,2 crore,,033 2499 4038,,,donorsupport@savethechildren.in,info@savethechildren.in,recruitment@savethechildren.in,9870127127,9870147147,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
DAINIK JAGRAN,"Apcar Garden Main Rd, Apcar Garden, Asansol, West Bengal 713301",713301,http://www.jagran.com/,West Bengal,Kids School,,,,,,,2.5 crore,,0341 225 6899,,,jagrancorp@jagran.com,advt@mmionline.in,editor@jagrannewmedia.com,epaper@jagrannewmedia.com,vishal.varma@jagrannewmedia.com,career@jagrannewmedia.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Dainik Jagran,"15-D/2, Western Avenue, Naya More, near Canara Bank, Bokaro Steel City, Jharkhand 827001",827001,http://www.jagran.com/,West Bengal,Kids School,,,,,,,1/2 crore,,06542 220 086,,,jagrancorp@jagran.com,advt@mmionline.in,editor@jagrannewmedia.com,epaper@jagrannewmedia.com,vishal.varma@jagrannewmedia.com,career@jagrannewmedia.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
T.I.M.E. Kids Preschool and playschool (Kindergarden & Montessori School ),"bus stop, 23/7 hospital road, 1st lane, Gitanjali Park Rd, opposite of bandhan bank, Haltu, Kolkata, West Bengal 700078",700078,https://www.timekidspreschools.in/preschool-franchise-kolkata.html,West Bengal,Play School,,,,,,,5 crore,,079801 34310,,,abhishikta@timekidspreschools.com,baguiati@timekidspreschools.com,birati@timekidspreschools.com,9007387949,9007386949,9007530180,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Laureates Play School Bandel,"2/22 Kapas Danga Sarat sarani more, near Canara Bank, Pin – 712103",712103,http://www.littlelaureates.org/,West Bengal,Play School,,,,,,,2 crore,,090882 54452,,,info@littlelaureates.com,admission@littlelaureates.com,onlinepartners@littlelaureates,8584031766,bhadreswar@littlelaureates.com,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Bachpan Play School, Siliguri","Parashmoni Lane Haiderpara, P.O.- Rabindra Sarani, P.S. – Bhakti Nagar, Siliguri, West Bengal 734001",734001,http://www.bachpanglobal.com/,West Bengal,Play School,,,,,,,2.5 crore,,075510 40217,,,enquiry@admission24.com,bachpanschoolslg@gmail.com,bachpanslg@gmail.com,9811437000,7290047000,9800896507,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
TIME Kids Preschool & Playschool Asansol ( sb Gorai Rd),"SB GORAI ROAD, NEAR ALLAHABAD BANK, behind JAIPUR GEMS, Asansol, West Bengal 713301",713301,https://www.timekidspreschools.in/preschool-franchise-asansol.html,West Bengal,Play School,,,,,,,3953 crore,,079089 39201,,,asansol@timekidspreschools.com,info@timekidspreschools.com,franchise@timekidspreschools.com,9083343070,7908939201,8096355335,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Bachpan Play School, Bhadrakali, Hooghly","Parivar Reign, 52-B, G. T. Road, Uttarpara, Near Shibtala Bus Stand, Bhadrakali, West Bengal 712232",712232,https://www.bachpanglobal.com/,West Bengal,Play School,,,,,,,3 crore,,093300 92716,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
T.I.M.E. Kids Preschool Howrah Maidan,"H. No. 519/2, GT Road (South), Near Howrah Maidan, West Bengal 711101",711101,https://www.timekidspreschools.in/preschool-franchise-kolkata.html,West Bengal,Play School,,,,,,,4 crore,,098300 52307,,,abhishikta@timekidspreschools.com,baguiati@timekidspreschools.com,birati@timekidspreschools.com,9007387949,9007386949,9007530180,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
T.I.M.E. Kids Preschool- Surya Nagar,"H. No. 191/1, Surya Nagar, Lane, NSC Bose Road, Kolkata, opposite to CESE Substation, Kolkata, West Bengal 700040",700040,https://www.timekidspreschools.in/preschool-franchise-kolkata.html,West Bengal,Play School,,,,,,,2.5 crore,,092307 67789,,,abhishikta@timekidspreschools.com,baguiati@timekidspreschools.com,birati@timekidspreschools.com,9007387949,9007386949,9007530180,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Little Millennium Play School Habra,"K.N.Roy Rd, Habra, West Bengal 743263",743263,http://www.littlemillennium.com/,West Bengal,Play School,,,,,,,2.5 crore,,095640 00143,,,millennium.habra@gmail.com,babaiaot@gmail.com,,919475549596,9540464939,7654972076,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Shemrock Buddy,"Shemrock Buddy, Kalna, Burdwan, West Bengal 713409",713409,http://buddy.shemrock.com/,West Bengal,Play School,,,,,,,2 crore,,096745 61137,,,buds@shemrock.com,teddybuddies@shemrock.com,,9810380608,7542967205,9674561137,"9750970191, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
BACHPAN PUBLIC SCHOOL,"Jamuria, Asansol, West Bengal 713336",713336,https://www.bachpanglobal.com/,West Bengal,Play School,,,,,,,4 crore,,096792 12447,,,franchise@bachpanglobal.com,admissions@bachpanglobal.com,response@bachpanglobal.com,9811437000,7290047000,+91-9811437000,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Kangaroo Kids,"181, Bangur Ave, Block C, Bangur, Lake Town, Kolkata, West Bengal 700055",700055,https://www.kkel.com/,West Bengal,Play School,,,,,,,3 crore,,098307 20700,,,franchise@kangarookids.co.in,gurugram.sec109@kangarookids.co.in,gurgaon.unitech@kangarookids.co.in,prayagraj.bh@kangarookids.co.in,jane@kkel.com,admissions@islanderseducation.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
LITTLE MILLENNIUM SCHOOL,"Satyam apartment (Unit No. G-1 118/1, Radha Gobinda Nagar Road, Hindmotor, West Bengal 712233",712233,https://www.littlemillennium.com/,West Bengal,Play School,,,,,,,4 crore,,090388 24495,,,north.enquiry@littlemillennium.com,south.enquiry@littlemillennium.com,east.enquiry@littlemillennium.com,+91 - 9319273930,+91 - 9819212021,+91-9319273930,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Shemrock Champions,"Plot No.-508, Dhaniakhali, Village- Mishratala, Hooghly, West Bengal 712302",712302,http://www.champions.shemrock.com/,West Bengal,Play School,,,,,,,2 crore,,078729 81789,,,cutechampions@shemrock.com,champions@shemrock.com,,8275776655,9814754055,9814004055,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Hello Kids Pramarti's,"Ward 23, Dabgram, Siliguri, West Bengal 734004",734004,http://www.hellokids.co.in/,West Bengal,Play School,,,,,,,2.5 crore,,,,,hellokids.pramartis1@gmail.com,info@hellokids.co.in,pramartis@hellokids.co.in,9832976550,8102918077,9386416554,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Eurokids Play School Netaji Nagar, Kolkata","5, 30A, Netaji Nagar Rd, Tollygunge, Kolkata, West Bengal 700040",700040,http://www.afterschools.co.in/euro-kids.aspx,West Bengal,Play School,,,,,,,2.5 crore,,098362 89033,,,hello@eurokidsindia.com,feedback@eurokidsindia.com,info@afterschool.co.in,9836289033,9836289033,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
EuroKids Pre-School,"Pairakhana lane,, Natunganj, Bardhaman, West Bengal 713102",713102,http://www.eurokidsindia.com/,West Bengal,Play School,,,,,,,1/2 crore,,094342 14661,,,hello@eurokidsindia.com,eurokidsmalviyanagar@gmail.com,eurokidsyv@gmail.com,918447343346,9111403639,9818111657,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
EuroKids Pre-School,"Barabazar, Opp - Electric Power Sub Station,, Chandannagar,, Hooghly, Chinsurah, West Bengal 712136",712136,http://www.eurokidsindia.com/,West Bengal,Play School,,,,,,,3 crore,,077985 77678,,,hello@eurokidsindia.com,eurokidsmalviyanagar@gmail.com,feedback@eurokidsindia.com,918447343346,9111403639,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
India International School,"Kalyanpur Satellite Township, Asansol, West Bengal 713305",713305,http://iisasansol.org/,West Bengal,Private School,,,,,,,1/2 crore,,094343 44949,,,indiaintschool@gmail.com,vermakbala@gmail.com,info@iiss.ae,9434344949,iis_asn@yahoo.co.in,iis@icfia.org,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Acme Academy,"Kalna, West Bengal 713409",713409,http://www.acmeacademy.org/,West Bengal,Private School,,,,,,,4 crore,,03454 255 970,,,acme_kalna@yahoo.co.in,acmeacademykalna@gmail.com,contact@acmeacademy.in,9083274666,8972947827,9434667679,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Asian International School,"New Korola, PS Domjur, Near Dhulagarh Logistic Centre, NH 6, Dhulagori, Howrah, West Bengal 711302",711302,http://www.aisedu.org/,West Bengal,Private School,,,,,,,2 crore,,033 2669 0097,,,principal@aisedu.org,headmistress@aisedu.org,reception@aisedu.org,9910345671,info@shiaaninternational.in,principal.ruwais@asianintlschool.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Saraswati Devi International School,"NH314, Manjura, West Bengal 722172",722172,http://www.sdisbankura.org/,West Bengal,Private School,,,,,,,4 crore,,074780 17777,,,contactus@sdisbankura.org,sdisbankura@gmail.com,pankojkrsarkar@rediffmail,+91-7478017777,7478019999,7477797971,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Jibreel International School,"1, Samsul Huda Rd, near Quest mall, Park Circus, Ballygunge, Kolkata, West Bengal 700017",700017,http://jibreelinternationalschool.com/contact.php,West Bengal,Private School,,,,,,,2 crore,,089813 11766,,,jibreelinternationalschool@gmail.com,hr@jibreelinternationalschool.com,,8981311766,9831072483,8961444451,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Saraswati Devi International School,"Puabagan, Damodarpur, West Bengal 722146",722146,http://www.sdisbankura.org/,West Bengal,Private School,,,,,,,2 crore,,074780 17777,,,contactus@sdisbankura.org,sdisbankura@gmail.com,pankojkrsarkar@rediffmail,+91-7478017777,7478019999,7477797971,"8754462755, 8925666667, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Educare International School,"Bypass, Ratanpur, beside Durgapur Expressway, Singur, West Bengal 712409",712409,http://educaresingur.in/,West Bengal,Private School,,,,,,,4 crore,,094770 48317,,,educare.int.school2011@gmail.com,migration@educare.lk,info@educare.lk,9477048317,9051446839,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
BRIGHTON INTERNATIONAL SCHOOL,"BORBORIA,POST-JAGANATHPUR, Barasat - Petrapole Rd, Duttapukur, West Bengal 700126",700126,http://brightoninternationalschool.org/,West Bengal,Private School,,,,,,,2.5 crore,,073884 27341,,,care@brighton.edu.my,brightonshahdol@gmail.com,ritu@brightoninternational.in,9752597535,9993466111,info@brightoninternational.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vivekananda Mission High School,"Dakshin Mechgram Rd, Mecho Gram, Panskura, West Bengal 721139",721139,http://vmhschool.com/,West Bengal,Private School,,,,,,,2.5 crore,,03228 252 577,,,mecvmhs@gmail.com,info@vmhschool.com,,7029146352,7384320775,8927955150,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Satyanarayan Academy,"RAMKRISHNA NAGAR SIBARAMPUR, Narrah, West Bengal 732155",732155,http://www.snacademy.in/,West Bengal,Private School,,,,,,,3986 crore,,097491 76526,,,snacademy@yahoo.com,info@satyanarayanacademy.com,,919732063785,9732063785,9434003971,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
The Heritage School,"Bithika Pally, Near Tarapith,Birbhum, Rampurhut, West Bengal 731224",731224,http://theheritageschool.org.in/,West Bengal,Private School,,,,,,,3 crore,,089266 13423,,,info@ggn.hxls.org,admission@ggn.hxls.org,admin@theheritageschool,info@noida.theheritageschool.in,admissions@noida.theheritageschool.in,joinus@noida,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
