School Name,Address,Pincode,Website,City,Category,Gender,Principal,Founded,Affiliation,Strength,Website,Fees,Revenue,Mobile/Contact Number,Principal/Heigher Mgm. Emails,Emails,Other Higher Mgm. Email,Other Email,Other Email.1,Contact number,Contact number.1,Contact number.2,Merged_Unnamed
Narayana School,"NARAYANA SCHOOLS,F-57/317/272/A,BUDDHA PARK RATHTALA,KALYANI,NADIYA DIST, West Bengal 721636",721636.0,http://www.narayanaschools.in/,West Bengal,CBSE School,,,,,,,5 crore,,1800 102 3344,,,abhaykumars@narayanagroup.com,info@narayanagroup.com,greaternoida.hs630@narayanagroup.com,9716020971,wbsodepur.etechno@narayanagroup,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Narayana School,"NARAYANA SCHOOL,1ST FLOOR,OPP INDUS NURSING HOME POODRA, Andul Rd, Howrah, West Bengal 711109",711109.0,http://www.narayanaschools.in/,West Bengal,CBSE School,,,,,,,2.5 crore,,1800 102 3344,,,abhaykumars@narayanagroup.com,info@narayanagroup.com,greaternoida.hs630@narayanagroup.com,9716020971,wbsodepur.etechno@narayanagroup,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Techno India Group Public School,"Uchalan, Burdwan, Muidhara, West Bengal 713427",713427.0,http://www.technoindiagroup.com/,West Bengal,CBSE School,,,,,,,3 crore,,03451 252 302,,,principal.mirab@gmail.com,tigps.garia@gmail.com,technoindiabalurghat@yahoo.co.in,+91-9836127900,8597285542,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Budge Budge Institute Of Technology,"KP Mondal Rd, Nishchintapur, Budge Budge, West Bengal 700137",700137.0,http://bbit.edu.in/,West Bengal,CBSE School,,,,,,,4 crore,,084201 23333,,,admission@bbit.edu.in,contact@bbit.edu,xxxx@bbit.edu.in,9830130513,9433023972,9330060769,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
La Martiniere for Girls School,"Minto Park, Rawdon St, beside Vodafone, Kolkata, West Bengal",,http://lamartiniere.co/,West Bengal,ICSE School,,,,,,,3 crore,,033 2290 3841,,,secretary@lamartiniere.co,lmgclko@gmail.com,lmgcweb@gmail.com,7570000131,7570000132,+91-9454469226,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vision International School,"56, TN Mukerjee Rd, Charaktala, Makhla, Uttarpara, West Bengal 712245",712245.0,http://www.visioninternationalschool.net/,West Bengal,ICSE School,,,,,,,1/2 crore,,,,,office@visioninternationalschool.net,student@visioninternational.net,admissions@vis.qa,9836988668,9874574342,9903592421,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Vivekananda Mission School,"13, Vivek Ville Opposite IIM Pailan, P.O, Joka, Kolkata, West Bengal 700104",700104.0,http://vms.edu.in/,West Bengal,ICSE School,,,,,,,3 crore,,033 2970 1949,,,mecvmhs@gmail.com,info@vmhschool.com,info@vivekanandmissionschool.org,7596949952,7439400724,info@vms.edu.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
The Aryans School,"149, Barrackpore Trunk Rd, Kamarhati, Agarpara, Kolkata, West Bengal 700058",700058.0,http://www.thearyansschool.org/,West Bengal,ICSE School,,,,,,,4 crore,,033 2523 2524,,,info@thearyansschool.org,aryan@thearyanschool.com,,8439311942,9045058405,918112361361,"7419115511, 7419116611, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Familia School,"Kanchrapara - Haringhata Rd, Chougacha, Majhi Para, West Bengal 743145",743145.0,"https://www.familiaindia.org/the-school,%20http://www.familiaschoolkpa.org/",West Bengal,ICSE School,,,,,,,2 crore,,033 2587 2110,,,school@familiaindia.org,familia.school06@gmail.com,familia877@gmail.com,9038088604,9830089459,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mangalam Vidya Niketan,"SRCM Rd, Chiriamore, Nazrul Islam Avenue, Kaikhali, Kolkata, West Bengal 700136",700136.0,http://mangalamvidyaniketan.in/,West Bengal,ICSE School,,,,,,,3 crore,,081001 81171,,,info@mangalamvidyaniketan.in,nfo@mangalamvidyaniketan.in,accounts@mangalamvidyaniketan.in,8100181171,9903310414,8100181171,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"Carmel School, Kolkata","Budge Budge Trunk Road, Maheshtala, Parbangla, Budge Budge, Kolkata, West Bengal 700137",700137.0,http://chskolkata.in/chs/index.php,West Bengal,ICSE School,,,,,,,4020 crore,,033 2480 0295,,,chskolkata@gmail.com,carmelschooldp@gmail.com,kecarmelbehala@gmail.com,9836401746,8335802827,9830318494,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Agnes’ Convent School,"1, Kings Road, Mali Panchghara, Howrah, West Bengal 711101",711101.0,http://stagnesconventschoolhowrah.org/,West Bengal,ICSE School,,,,,,,5 crore,,033 2666 4224,,,stagnesconventschool@gmail.com,info@stagneshighschool-org.mydnscp.com,xxxx@stagnesconventschoolhowrah.org,9073404770,7896945325,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Mary's Convent School,"Sultanpur, P.O. Jagacha, Santragachi, Howrah, West Bengal 711111",711111.0,http://www.smcssantragachi.org/,West Bengal,ICSE School,,,,,,,4 crore,,033 2658 4409,,,contact@stmarysconventschoolgzb.org,stmarysconventschool.1993@gmail.com,stmaryconventschool8@gmail.com,9458642637,8505960140,9837316607,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Sebastian's School,"14, Seal Lane, Tangra, Kolkata, West Bengal 700015",700015.0,http://www.stsebastiansc.org/,West Bengal,ICSE School,,,,,,,3 crore,,033 2329 5688,,,mpr@stsebastiansc.org,patricia_white@stsebs.org,ssupschool593@gmail.com,principal@spsaints.org,jane_doe@stsebs.org,sspsudayam@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
WWA Cossipore English School,"4, Dum Dum Road, Seven Tanks Ln, Kolkata, 700002",700002.0,http://www.wwaces.in/,West Bengal,ICSE School,,,,,,,2.5 crore,,033 2557 4373,,,wwaces12378@yahoo.co.in,isawwaces@gmail.com,wwaces@facebook.com,919433129908,9133255743,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
International Public School,"Jessore Rd, Sukanta Nagar, Michael Nagar, Madhyamgram, Kolkata, West Bengal 700133",700133.0,http://ipskol.com/,West Bengal,ICSE School,,,,,,,4 crore,,033 2567 6329,,,ipskol@gmail.com,nipskol@gmail.com,,9088850002,9088850003,9830200039,"9896419610, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Maharishi Vidya Mandir School,"344/1, Netaji Subhash Chandra Bose Road, Usha Pally, Garia, Kolkata, West Bengal 700047",700047.0,http://mvmkolkata.org/,West Bengal,ICSE School,,,,,,,4023 crore,,033 2411 0954,,,ad.mvmnyl@gmail.com,info.mvmnyl@gmail.com,mvmchhatarpur@yahoo.com,maharishierode@gmail.com,info@mvmerode.com,principal@mvmavadi.in,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Pailan World School,"Niva Park Phase III, Plot B, 187-206, Joka, Kolkata, West Bengal 700104",700104.0,http://www.pailanworldschool.com/,West Bengal,ICSE School,,,,,,,4 crore,,033 2497 8556,,,frontoffice@pailanworldschool.com,principal@pailanworldschool.com,admission@pailanworldschool.com,8240585548,8017983805,919836700722,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"St. Stephen's School, Kakdwip","Kakdwip Hospital Road, (, opposite Hospital Gate, Kakdwip, West Bengal 743347",743347.0,https://www.ststephensschool.co.in/index.php/contact/,West Bengal,ICSE School,,,,,,,3 crore,,090385 16199,,,contact@ststephensschool.co.in,ssschool@vsnl.net,sts_796701@bsnl.in,9181714203,9732781951,,"8236290344, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Saint Dominic Savio School,"38/2, Bijoy Kumar Mukherjee Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",711106.0,http://stdominicsavioschool.in/,West Bengal,ICSE School,,,,,,,4 crore,,,,,dshsandheri@gmail.com,stdshs@intellischools.org,info@stdominicsavios.com,7506707329,+91-9473337739,+91-8429644446,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
De Paul School,"209/1/1, Netaji Subhash Chandra Bose Rd, Naktala, Regent Grove, Bansdroni, Kolkata, West Bengal 700047",700047.0,http://depaulschoolkolkata.com/,West Bengal,ICSE School,,,,,,,4026 crore,,033 2428 6903,,,depaulbansdroni@gmail.com,info@depaulschool.org,username@depaul.edu,9058215300,9457654472,9492172271,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
South End School,"Patharkalpara, Nalhati, West Bengal 731220",731220.0,http://www.southendschoolnalhati.org/,West Bengal,ICSE School,,,,,,,2 crore,,089063 24877,,,southendschoolnalhati@gmail.com,office@southend.school.nz,schooladmin@southend-jun.northants.sch.uk,8906324877,mhmscal@gmail,admin@baronscourt.southend.sch.uk,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Swami Vivekananda Academy,"Belmuri Dhaniakhali Road, Belmuri, West Bengal 712302",712302.0,http://svabelmuri.org/,West Bengal,ICSE School,,,,,,,4 crore,,03213 240 945,,,svagwl@gmail.com,sva.kmzp@gmail.com,info@vivekanandinternationalschool.com,919433805823,asva.cbse@gmail.com,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St.Paul's Academy,"NH 2, Pamra, Bambattala More, Joteram, Bardhaman, West Bengal 713104",713104.0,https://www.stpaulsacademybwn.org/,West Bengal,ICSE School,,,,,,,1/2 crore,,0342 324 4455,,,info@stpaulsacademybwn.org,spaburdwan@gmail.com,,919564063020,919564543444,9564063020,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Central Point School,"Amrabati Rd, Amarabati, Sodepur, Kolkata, West Bengal 700110",700110.0,http://www.cpssodepur.org/,West Bengal,ICSE School,,,,,,,3 crore,,098301 60074,,,cps.sodpur@gmail.com,email@alhoda.in,,919830160074,9831274574,9804811821,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Lincolns High School,"New Milanpally, Pradip Nagar, Siliguri, West Bengal 734004",734004.0,http://www.lincolnshighschool.com/,West Bengal,ICSE School,,,,,,,2 crore,,0353 256 1599,,,lhskbmp@gmail.com,lincolnskbmp@gmail.com,,9564263345,7602728801,9564263338,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Teresa's Secondary School,"72, Diamond Harbour Road, Kidderpore, Kolkata, West Bengal 700023",700023.0,http://www.stssalumni.co.in/about.html,West Bengal,ICSE School,,,,,,,2.5 crore,,033 2449 7216,,,feedback_admin@stssalumni.co.in,stteresajalgaon@gmail.com,stss1885@gmail.com,7439340409,9307438732,,"9446533819, 7736491718, 9846012513, 9446746611, 7736464012, 8921173793, 9895613806, 8086346660, 9446063397, 9562229171, 9995095097, 9048406660, 9995577244, 9895705951, 9447636611, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Loreto Day School (For Girls),"9, Elliot Road, Kolkata, West Bengal 700016",700016.0,http://www.loretoelliot.org/,West Bengal,ICSE School,,,,,,,4029 crore,,033 2229 4256,,,contact@loretoelliot.org,leroffice22@gmail.com,loretodelhi@gmail.com,9674748899,loretohouse.school@gmail.com,,"9446533819, 7736491718, 9846012513, 9446746611, 7736464012, 8921173793, 9895613806, 8086346660, 9446063397, 9562229171, 9995095097, 9048406660, 9995577244, 9895705951, 9447636611, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Divine Mercy School,"Domjur, Rajapur, West Bengal 711405",711405.0,http://divinemercyschool.com/,West Bengal,ICSE School,,,,,,,5 crore,,033 2670 5286,,,divinemercyschool111@gmail.com,contact@divinemercyorai.org,divinemercyorai@gmail.com,9830081048,9674352888,,"9446533819, 7736491718, 9846012513, 9446746611, 7736464012, 8921173793, 9895613806, 8086346660, 9446063397, 9562229171, 9995095097, 9048406660, 9995577244, 9895705951, 9447636611, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Thomas English School,"Gobra, Dankuni, West Bengal 712702",712702.0,http://stthomasengschool.business.site/,West Bengal,ICSE School,,,,,,,2 crore,,,,,nkmahajanca@yahoo.co.in,charlesminati@gmail.com,contact@stthomasschoolagra.in,+91-9548058481,9997586500,+91-7505351623,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Mount Hermon School,"Darjeeling North Point School Alumni Association, main building, st.joseph school, Lebong Cart Rd, Singamari, Darjeeling, West Bengal 734104",734104.0,http://www.mhsdarj1895.org/,West Bengal,ICSE School,,,,,,,4 crore,,095470 78819,,,mhsdarj@gmail.com,admission@nmhschool.org,info@nmhschool.org,+91-9333082819,9333982819,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Calcutta Boys' School Beliaghata,"9, Beleghata Main Rd, Uria Bagan, Beleghata, Kolkata, West Bengal 700085",700085.0,http://beliaghata.calcuttaboysschool.edu.in/,West Bengal,ICSE School,,,,,,,1/2 crore,,033 6500 7153,,,cbsbel@calcuttaboysschools.org,cbsmain@calcuttaboysschools.org,cbsbel@calcuttaboysschool.org,calcutta_boys_school@yahoo.co.in,cbsbel@calcuttaboysschools,,"8236290344, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Acme Academy,"Kalna, West Bengal 713409",713409.0,http://www.acmeacademy.org/,West Bengal,ICSE School,,,,,,,2 crore,,03454 255 970,,,acme_kalna@yahoo.co.in,acmeacademykalna@gmail.com,contact@acmeacademy.in,9083274666,8972947827,9434667679,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St. Stephen's School,"Near Bablatala More, Kalipark, Bablatala, Rajarhat, Kolkata, West Bengal 700136",700136.0,http://www.ststephensschool.co.in/,West Bengal,ICSE School,,,,,,,2.5 crore,,033 2519 6071,,,cfl@ststephens.edu,ssc@ststephens.edu,principal@ststephens.edu,contact@ststephensschool.co.in,jane.doe@ststephens.wa.edu.au,,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
"St. Michael's School, Siliguri","Sevoke Rd, Ward 41, 2nd Mile, Siliguri, West Bengal 734001",734001.0,http://smsslg.com/,West Bengal,ICSE School,,,,,,,2.5 crore,,094340 69253,,,deputydirector1972@gmail.com,st_michaels@smsslg.com,,9434088742,9434069253,9434069263,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Loyola High School,"54/3, Diamond Harbour Rd, near CMRI Hospital, Mominpore, Kolkata, West Bengal 700027",700027.0,http://wb050cisce.org/,West Bengal,ICSE School,,,,,,,2.5 crore,,033 2449 3611,,,admin@sjc.ac.in,admission@sjc.ac.in,desk@sjc.ac.in,7676759199,ecare.stjosephscollege@gmail.com,sjc1884hindi@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
St.Joseph Day School,"238/2, Belilious Rd, beside Tikiapara, Police Phanri, Howrah, West Bengal 711101",711101.0,http://www.stjosephdayschool.com/,West Bengal,ICSE School,,,,,,,4033 crore,,033 2637 5566,,,sjdswb265@rocketmail.com,m.shaw@weirtonstjoseph.net,r.fuscardo@weirtonstjoseph.net,8585887336,9995497431,8131913901,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
Loreto Convent Entally,"No. 1, Convent Ln, Seal Lane, Tangra, Kolkata, West Bengal 700015",700015.0,http://www.loretoentally.org/,West Bengal,ICSE School,,,,,,,4 crore,,033 2329 4891,,,contact@loretoentally.org,ccclcse43@gmail.com,loretoentallyacts@yahoo.com,+91-8584858916,+91-9163000392,loretohouse.school@gmail.com,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
